City,MonitorID,HouseID,Lon,Lat,Hour,Temp,RH,BP,PM2.5_adj,PM10_adj,NO2_adj,SO2_adj,CO_adj,O3_adj,Time_Texas,Date
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 06:00:00,19.225,93.0,30.1475,4.73075,10.2249325,16.8881375,,0.25369145,17.09336,2024-11-25 00:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 07:00:00,19.55,91.75,30.14,5.1512,13.283685,14.007175,,0.245982675,15.146905,2024-11-25 01:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 08:00:00,18.725,90.5,30.14,4.642,10.2815825,14.0268875,,0.237029075,3.82981,2024-11-25 02:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 09:00:00,17.975,91.25,30.14,4.522825,9.8292575,15.0086625,,0.2458349,,2024-11-25 03:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 10:00:00,17.55,91.75,30.1475,4.455525,9.563985,16.308175,,0.251650025,,2024-11-25 04:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 11:00:00,17.475,94.0,30.1525,4.822025,11.3232825,18.1562125,,0.261860925,3.99546,2024-11-25 05:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 12:00:00,17.875,94.75,30.1625,6.004175,12.1152875,18.2093125,,0.32351675,3.026825,2024-11-25 06:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 13:00:00,18.95,94.0,30.1875,6.176,12.724815,19.515825,,0.345510025,5.45502,2024-11-25 07:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 14:00:00,23.4,83.5,30.2125,7.979375,21.63558,12.06595,,0.283699975,15.76509,2024-11-25 08:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 15:00:00,26.2,71.75,30.235,7.281525,21.64059,2.92275,,0.22687575,38.071345,2024-11-25 09:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 16:00:00,27.55,61.5,30.2325,7.46845,21.45321,,,0.207303475,47.26623,2024-11-25 10:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 17:00:00,28.225,54.25,30.225,6.811975,22.6453575,3.1841375,,,50.425135,2024-11-25 11:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 18:00:00,31.1,43.0,30.215,6.4995,21.93887,,,,49.52036,2024-11-25 12:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 19:00:00,33.325,39.75,30.2,6.849875,24.7793025,1.9362875,,,54.009945,2024-11-25 13:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 20:00:00,32.15,43.75,30.2,6.671925,25.109505,6.050375,2.53732,,47.026065,2024-11-25 14:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 21:00:00,31.05,46.0,30.21,7.24405,24.308785,7.574025,,0.197315175,43.02888,2024-11-25 15:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 22:00:00,27.825,55.0,30.2125,7.49285,21.6742525,12.9823375,,0.2074403,38.69412,2024-11-25 16:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-25 23:00:00,25.85,61.5,30.225,7.19305,20.63092,14.378775,,0.227475325,30.55161,2024-11-25 17:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-26 00:00:00,24.45,66.75,30.2425,6.982525,18.638815,14.825125,,0.2450122,25.116545,2024-11-25 18:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-26 01:00:00,23.425,72.0,30.2675,7.204425,18.2042475,16.0725375,,0.254083675,20.22008,2024-11-25 19:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-26 02:00:00,21.825,73.0,30.3,9.55005,22.1274525,11.8929375,,0.2471622,18.88072,2024-11-25 20:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-26 03:00:00,19.65,70.25,30.3275,10.675875,24.156055,10.910925,,0.23704845,17.512415,2024-11-25 21:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-26 04:00:00,17.9,68.25,30.3525,10.386175,23.54838,12.4429,,0.2313176,16.046815,2024-11-25 22:00:00,2024-11-25
Beaumont,8145002444011,H15,-94.157451,30.100586,2024-11-26 05:00:00,16.8,68.0,30.365,10.2072,23.04616,12.99505,,0.227348775,21.68438,2024-11-25 23:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 06:00:00,18.95,93.25,30.1625,5.430325,11.438215,21.122425,1.68661,0.265595175,16.482095,2024-11-25 00:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 07:00:00,19.0,94.0,30.15,4.6974,9.9967,22.9586,,0.26098785,14.4342,2024-11-25 01:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 08:00:00,18.65,94.25,30.1525,4.641475,9.797555,20.179975,1.68682,0.256633925,11.208915,2024-11-25 02:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 09:00:00,17.925,94.75,30.155,4.525575,9.3871725,20.0498375,2.00364,0.255625025,8.476005,2024-11-25 03:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 10:00:00,17.75,96.0,30.16,4.5011,9.153275,22.289875,1.9525,0.269380025,7.53149999999999,2024-11-25 04:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 11:00:00,17.775,96.5,30.17,4.5067,9.1056675,22.4061125,2.08002,0.29022355,7.46429,2024-11-25 05:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 12:00:00,17.6,97.0,30.18,4.4799,8.96132,23.29475,2.29123,0.30391525,5.36836,2024-11-25 06:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 13:00:00,18.925,96.25,30.195,8.78065,17.2605975,25.4228875,2.48114,0.35752475,6.97895499999999,2024-11-25 07:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 14:00:00,21.15,93.25,30.215,6.530075,15.254655,25.567275,1.96527,0.354738625,13.382015,2024-11-25 08:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 15:00:00,24.95,78.5,30.2425,8.214975,22.29424,16.400225,,0.30060375,19.16367,2024-11-25 09:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 16:00:00,30.925,52.0,30.25,7.98575,24.9080725,10.5177875,,0.28601725,30.93958,2024-11-25 10:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 17:00:00,31.4,46.75,30.2425,7.67475,25.76468,15.52335,,0.21711445,28.492065,2024-11-25 11:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 18:00:00,31.775,42.5,30.23,7.35065,25.7654425,11.0493125,2.52802,0.216732525,38.33209,2024-11-25 12:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 19:00:00,30.075,46.25,30.2025,6.7152,23.1192525,15.9907125,3.28371,0.2262397,36.376095,2024-11-25 13:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 20:00:00,29.7,49.25,30.205,11.8672,31.52464,15.41875,,1.0131618,35.854195,2024-11-25 14:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 21:00:00,29.35,50.5,30.215,6.23925,22.26112,16.085325,3.72788,0.249731275,35.51731,2024-11-25 15:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 22:00:00,27.975,54.5,30.2225,6.0289,21.8065075,18.9998125,3.33378,0.224996775,32.15271,2024-11-25 16:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-25 23:00:00,26.0,60.75,30.2375,10.188425,26.9857,25.20445,3.23395,0.262720225,22.979225,2024-11-25 17:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-26 00:00:00,24.675,66.25,30.255,9.247475,23.6238725,29.7042625,2.88924,0.2849834,13.599655,2024-11-25 18:00:00,2024-11-25
Beaumont,8145002444035,H16,-94.129179,30.089383,2024-11-26 01:00:00,23.625,71.25,30.2775,6.862825,18.3905375,26.6434875,3.2601,0.299320675,14.390375,2024-11-25 19:00:00,2024-11-25
