City,MonitorID,HouseID,Lon,Lat,Hour,Temp,RH,BP,PM2.5_adj,PM10_adj,NO2_adj,SO2_adj,CO_adj,O3_adj,Time_Texas,Date
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 05:00:00,26.1,82.75,30.1,16.5913,34.728395,16.9259,,0.2506021,17.644385,2025-06-02 00:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 06:00:00,26.05,83.0,30.09,16.2123,33.986285,16.069925,,0.249327175,17.28568,2025-06-02 01:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 07:00:00,25.625,84.0,30.0925,16.518225,34.3493875,18.2292875,,0.248138775,7.3028,2025-06-02 02:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 08:00:00,25.0,86.5,30.0825,17.911425,36.500875,19.0571,,0.260300625,5.24238333333333,2025-06-02 03:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 09:00:00,25.0,87.25,30.09,18.6571,37.787475,19.29925,,0.276677,4.216975,2025-06-02 04:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 10:00:00,25.5,86.25,30.1,18.363325,37.46065,19.9623,,0.29767765,5.164875,2025-06-02 05:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 11:00:00,25.725,86.25,30.1175,19.143125,38.9456325,24.2390375,,0.30823865,,2025-06-02 06:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 12:00:00,26.85,83.0,30.13,18.200275,37.81362,23.826325,,0.322493925,8.45656,2025-06-02 07:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 13:00:00,29.325,73.75,30.145,16.714175,36.6748525,10.7780875,,0.26186805,35.216645,2025-06-02 08:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 14:00:00,31.05,64.75,30.16,15.479025,35.831535,7.25985833333333,,0.22435115,49.575505,2025-06-02 09:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 15:00:00,32.9,55.5,30.1625,15.75005,37.83083,4.2566,,,59.31759,2025-06-02 10:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 16:00:00,33.225,56.75,30.165,16.549925,39.2149325,10.1118875,,,60.444385,2025-06-02 11:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 17:00:00,36.5,48.25,30.16,14.4524,36.997425,2.5972,,0.213154775,69.995775,2025-06-02 12:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 18:00:00,36.6,46.0,30.155,14.08995,36.62637,9.08496666666667,,,78.67536,2025-06-02 13:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 19:00:00,35.575,49.75,30.1475,15.422225,38.4351275,11.4914125,,0.208823475,66.357545,2025-06-02 14:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 20:00:00,33.8,55.25,30.135,14.0367,34.855635,16.80475,,,54.354855,2025-06-02 15:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 21:00:00,32.575,57.25,30.125,13.1011,32.6481525,14.2831625,,0.219671325,49.911995,2025-06-02 16:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 22:00:00,31.9,54.0,30.1125,12.61,32.02163,12.44105,,0.21913415,51.98964,2025-06-02 17:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-02 23:00:00,30.725,58.5,30.1025,12.805275,31.6040575,16.0592375,,0.23771095,46.18521,2025-06-02 18:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-03 00:00:00,29.575,62.75,30.0925,13.3755,31.9165025,21.2770125,,0.32080225,31.925645,2025-06-02 19:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-03 01:00:00,28.0,69.0,30.0975,10.538,25.5919,23.96485,,0.23343825,25.5741,2025-06-02 20:00:00,2025-06-02
Beaumont,8145002442001,H07,-94.091608,30.059965,2025-06-03 02:00:00,27.05,75.75,30.1125,11.891725,27.078735,20.877475,,0.244548625,21.005505,2025-06-02 21:00:00,2025-06-02
